"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Absolute Orbit","Relative Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","Stack ID"
"S1A_IW_GRDH_1SDV_20170531T224218_20170531T224243_016832_01BFC0_971B","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16832","135","135","126","2017-05-31T22:42:43Z","2017-06-01T05:37:23Z","GRD_HD","2017-05-31T22:42:18Z","2017-05-31T22:42:43Z","39.924","-71.4375","38.9624","-72.7361","39.3651","-69.7836","40.4643","-73.1158","40.8658","-70.0978","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170531T224218_20170531T224243_016832_01BFC0_971B.zip","714.91 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170531T224153_20170531T224218_016832_01BFC0_1C3A","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16832","135","135","121","2017-05-31T22:42:18Z","2017-06-01T05:43:09Z","GRD_HD","2017-05-31T22:41:53Z","2017-05-31T22:42:18Z","38.4216","-71.094","37.4596","-72.3651","37.8636","-69.4744","38.9623","-72.7361","39.3649","-69.7846","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170531T224153_20170531T224218_016832_01BFC0_1C3A.zip","736.01 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T104740_20170531T104759_005841_00A3D8_AB50","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5841","40","40","446","2017-05-31T10:47:59Z","2017-05-31T15:55:06Z","GRD_HD","2017-05-31T10:47:40Z","2017-05-31T10:47:59Z","44.1236","-70.2133","44.4823","-68.5182","44.8706","-71.6439","43.3556","-68.8231","43.7442","-71.89","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T104740_20170531T104759_005841_00A3D8_AB50.zip","656.50 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170531T100542_20170531T100607_016824_01BF88_8D69","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16824","127","127","526","2017-05-31T10:06:07Z","2017-05-31T16:45:57Z","GRD_HD","2017-05-31T10:05:42Z","2017-05-31T10:06:07Z","19.7158","-63.1053","20.2549","-61.7688","20.678","-64.1411","18.7443","-62.0844","19.1708","-64.4339","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170531T100542_20170531T100607_016824_01BF88_8D69.zip","778.74 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170531T100513_20170531T100542_016824_01BF88_EC91","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16824","127","127","521","2017-05-31T10:05:42Z","2017-05-31T16:47:50Z","GRD_HD","2017-05-31T10:05:13Z","2017-05-31T10:05:42Z","21.3466","-62.7762","22.0085","-61.3998","22.428","-63.8015","20.2549","-61.7688","20.6781","-64.1414","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170531T100513_20170531T100542_016824_01BF88_EC91.zip","862.67 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T035145_20170531T035210_005837_00A3B4_37E4","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5837","36","36","195","2017-05-31T03:52:10Z","2017-05-31T09:14:06Z","GRD_HD","2017-05-31T03:51:45Z","2017-05-31T03:52:10Z","60.351","-153.333","59.378","-155.2651","59.7976","-150.8161","60.8616","-155.9292","61.2886","-151.2761","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T035145_20170531T035210_005837_00A3B4_37E4.zip","940.53 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T035120_20170531T035145_005837_00A3B4_4F2D","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5837","36","36","190","2017-05-31T03:51:45Z","2017-05-31T09:07:43Z","GRD_HD","2017-05-31T03:51:20Z","2017-05-31T03:51:45Z","58.8619","-152.7836","57.8929","-154.6367","58.306","-150.374","59.3779","-155.2651","59.7974","-150.8178","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T035120_20170531T035145_005837_00A3B4_4F2D.zip","834.47 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T035051_20170531T035120_005837_00A3B4_F0D3","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5837","36","36","184","2017-05-31T03:51:20Z","2017-05-31T09:08:31Z","GRD_HD","2017-05-31T03:50:51Z","2017-05-31T03:51:20Z","57.2515","-152.2194","56.1655","-153.952","56.5724","-149.884","57.8928","-154.6367","58.3058","-150.3756","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T035051_20170531T035120_005837_00A3B4_F0D3.zip","930.26 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020929_20170531T020954_005836_00A3AE_A081","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","152","2017-05-31T02:09:54Z","2017-05-31T08:03:59Z","GRD_HD","2017-05-31T02:09:29Z","2017-05-31T02:09:54Z","47.7307","-124.7775","46.7693","-126.2544","47.1699","-122.8949","48.2658","-126.6973","48.6672","-123.2404","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020929_20170531T020954_005836_00A3AE_A081.zip","872.17 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020904_20170531T020929_005836_00A3AE_D4BD","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","147","2017-05-31T02:09:29Z","2017-05-31T08:03:12Z","GRD_HD","2017-05-31T02:09:04Z","2017-05-31T02:09:29Z","46.2325","-124.3892","45.2715","-125.8265","45.6717","-122.5584","46.7692","-126.2543","47.1697","-122.8962","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020904_20170531T020929_005836_00A3AE_D4BD.zip","876.10 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020839_20170531T020904_005836_00A3AE_F54B","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","142","2017-05-31T02:09:04Z","2017-05-31T08:04:48Z","GRD_HD","2017-05-31T02:08:39Z","2017-05-31T02:09:04Z","44.7334","-124.0118","43.7726","-125.4121","44.1728","-122.2287","45.2714","-125.8264","45.6715","-122.5597","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020839_20170531T020904_005836_00A3AE_F54B.zip","913.89 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020814_20170531T020839_005836_00A3AE_B1E8","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","137","2017-05-31T02:08:39Z","2017-05-31T08:03:28Z","GRD_HD","2017-05-31T02:08:14Z","2017-05-31T02:08:39Z","43.2339","-123.6407","42.2736","-125.0036","42.6739","-121.8986","43.7725","-125.4121","44.1725","-122.2299","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020814_20170531T020839_005836_00A3AE_B1E8.zip","973.31 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020749_20170531T020814_005836_00A3AE_0640","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","132","2017-05-31T02:08:14Z","2017-05-31T07:50:35Z","GRD_HD","2017-05-31T02:07:49Z","2017-05-31T02:08:14Z","41.7336","-123.2781","40.7727","-124.6117","41.1737","-121.5795","42.2735","-125.0035","42.6736","-121.8998","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020749_20170531T020814_005836_00A3AE_0640.zip","967.89 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020724_20170531T020749_005836_00A3AE_9C82","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","127","2017-05-31T02:07:49Z","2017-05-31T07:52:45Z","GRD_HD","2017-05-31T02:07:24Z","2017-05-31T02:07:49Z","40.232","-122.9271","39.2706","-124.232","39.6726","-121.2675","40.7726","-124.6117","41.1735","-121.5807","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020724_20170531T020749_005836_00A3AE_9C82.zip","982.74 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020659_20170531T020724_005836_00A3AE_C021","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","122","2017-05-31T02:07:24Z","2017-05-31T07:50:09Z","GRD_HD","2017-05-31T02:06:59Z","2017-05-31T02:07:24Z","38.7293","-122.5856","37.7671","-123.8639","38.1706","-120.9622","39.2705","-124.232","39.6724","-121.2686","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020659_20170531T020724_005836_00A3AE_C021.zip","944.06 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020634_20170531T020659_005836_00A3AE_97CA","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","117","2017-05-31T02:06:59Z","2017-05-31T08:09:22Z","GRD_HD","2017-05-31T02:06:34Z","2017-05-31T02:06:59Z","37.226","-122.2494","36.2635","-123.4995","36.6685","-120.6562","37.767","-123.8639","38.1704","-120.9633","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020634_20170531T020659_005836_00A3AE_97CA.zip","896.31 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020609_20170531T020634_005836_00A3AE_C047","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","112","2017-05-31T02:06:34Z","2017-05-31T08:07:26Z","GRD_HD","2017-05-31T02:06:09Z","2017-05-31T02:06:34Z","35.7223","-121.9164","34.759","-123.142","35.1658","-120.3529","36.2634","-123.4995","36.6682","-120.6572","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020609_20170531T020634_005836_00A3AE_C047.zip","855.48 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020544_20170531T020609_005836_00A3AE_6E20","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","107","2017-05-31T02:06:09Z","2017-05-31T08:09:44Z","GRD_HD","2017-05-31T02:05:44Z","2017-05-31T02:06:09Z","34.218","-121.5881","33.2538","-122.7909","33.6626","-120.0524","34.7589","-123.1419","35.1656","-120.3539","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020544_20170531T020609_005836_00A3AE_6E20.zip","798.42 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170531T020515_20170531T020544_005836_00A3AE_020F","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5836","35","35","101","2017-05-31T02:05:44Z","2017-05-31T08:03:11Z","GRD_HD","2017-05-31T02:05:15Z","2017-05-31T02:05:44Z","32.5916","-121.2378","31.5048","-122.3904","31.9161","-119.706","33.2537","-122.7909","33.6624","-120.0533","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170531T020515_20170531T020544_005836_00A3AE_020F.zip","873.78 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T234219_20170530T234244_016818_01BF4E_BDA5","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","155","2017-05-30T23:42:44Z","2017-06-01T12:07:02Z","GRD_HD","2017-05-30T23:42:19Z","2017-05-30T23:42:44Z","48.6003","-88.0024","47.6369","-89.5139","48.0403","-86.0846","49.1337","-89.9591","49.5379","-86.4274","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T234219_20170530T234244_016818_01BF4E_BDA5.zip","913.74 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T234154_20170530T234219_016818_01BF4E_CF9C","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","150","2017-05-30T23:42:19Z","2017-06-01T12:10:20Z","GRD_HD","2017-05-30T23:41:54Z","2017-05-30T23:42:19Z","47.1029","-87.6062","46.1411","-89.0678","46.5435","-85.7347","47.6368","-89.5139","48.0401","-86.086","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T234154_20170530T234219_016818_01BF4E_CF9C.zip","869.17 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T234129_20170530T234154_016818_01BF4E_647B","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","145","2017-05-30T23:41:54Z","2017-06-01T11:46:13Z","GRD_HD","2017-05-30T23:41:29Z","2017-05-30T23:41:54Z","45.6045","-87.2205","44.6422","-88.6507","45.0444","-85.4062","46.1411","-89.0678","46.5433","-85.7359","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T234129_20170530T234154_016818_01BF4E_647B.zip","939.21 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T233719_20170530T233744_016818_01BF4E_76BA","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","95","2017-05-30T23:37:44Z","2017-06-01T11:24:48Z","GRD_HD","2017-05-30T23:37:19Z","2017-05-30T23:37:44Z","30.5762","-83.8045","29.6086","-84.9633","30.0248","-82.3231","31.1154","-85.3007","31.5291","-82.6189","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T233719_20170530T233744_016818_01BF4E_76BA.zip","969.61 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T233654_20170530T233719_016818_01BF4E_B181","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","90","2017-05-30T23:37:19Z","2017-06-01T11:47:44Z","GRD_HD","2017-05-30T23:36:54Z","2017-05-30T23:37:19Z","29.0698","-83.4891","28.101","-84.6294","28.5199","-82.0286","29.6085","-84.9633","30.0246","-82.3238","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T233654_20170530T233719_016818_01BF4E_B181.zip","835.05 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T233629_20170530T233654_016818_01BF4E_B213","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","85","2017-05-30T23:36:54Z","2017-06-01T11:24:12Z","GRD_HD","2017-05-30T23:36:29Z","2017-05-30T23:36:54Z","27.563","-83.176","26.593","-84.2996","27.0146","-81.7353","28.101","-84.6294","28.5197","-82.0293","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T233629_20170530T233654_016818_01BF4E_B213.zip","835.07 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T233539_20170530T233604_016818_01BF4E_C6B6","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16818","121","121","75","2017-05-30T23:36:04Z","2017-06-01T11:39:35Z","GRD_HD","2017-05-30T23:35:39Z","2017-05-30T23:36:04Z","24.5479","-82.5568","23.5752","-83.6502","24.0027","-81.151","25.0843","-83.9733","25.5087","-81.4435","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T233539_20170530T233604_016818_01BF4E_C6B6.zip","773.74 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T160016_20170530T160045_016813_01BF24_85B5","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16813","116","116","535","2017-05-30T16:00:45Z","2017-05-30T21:10:27Z","GRD_HD","2017-05-30T16:00:16Z","2017-05-30T16:00:45Z","16.915","-152.1264","17.5536","-150.7915","17.9821","-153.1201","15.8395","-151.1464","16.2719","-153.4533","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T160016_20170530T160045_016813_01BF24_85B5.zip","858.96 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T155947_20170530T160016_016813_01BF24_27A3","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16813","116","116","529","2017-05-30T16:00:16Z","2017-05-30T21:10:02Z","GRD_HD","2017-05-30T15:59:47Z","2017-05-30T16:00:16Z","18.6477","-151.778","19.308","-150.4263","19.7325","-152.78","17.5537","-150.7915","17.9822","-153.1203","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T155947_20170530T160016_016813_01BF24_27A3.zip","883.67 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T141615_20170530T141640_016812_01BF1B_2A78","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16812","115","115","472","2017-05-30T14:16:40Z","2017-05-30T19:56:52Z","GRD_HD","2017-05-30T14:16:15Z","2017-05-30T14:16:40Z","36.1052","-123.4933","36.6489","-121.9211","37.0484","-124.7398","35.1449","-122.2804","35.5462","-125.0455","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T141615_20170530T141640_016812_01BF1B_2A78.zip","813.13 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T141550_20170530T141615_016812_01BF1B_25FA","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16812","115","115","467","2017-05-30T14:16:15Z","2017-05-30T19:30:57Z","GRD_HD","2017-05-30T14:15:50Z","2017-05-30T14:16:15Z","37.6087","-123.159","38.1524","-121.5557","38.5504","-124.4329","36.649","-121.9211","37.0486","-124.7408","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T141550_20170530T141615_016812_01BF1B_25FA.zip","868.45 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T141525_20170530T141550_016812_01BF1B_E978","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16812","115","115","462","2017-05-30T14:15:50Z","2017-05-30T19:31:32Z","GRD_HD","2017-05-30T14:15:25Z","2017-05-30T14:15:50Z","39.1118","-122.8216","39.6557","-121.1859","40.0524","-124.1262","38.1525","-121.5557","38.5507","-124.4341","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T141525_20170530T141550_016812_01BF1B_E978.zip","959.26 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T141500_20170530T141525_016812_01BF1B_D91E","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16812","115","115","457","2017-05-30T14:15:25Z","2017-05-30T19:32:41Z","GRD_HD","2017-05-30T14:15:00Z","2017-05-30T14:15:25Z","40.6154","-122.4869","41.16","-120.8216","41.5553","-123.8295","39.6557","-121.1859","40.0526","-124.1273","NaN","Descending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T141500_20170530T141525_016812_01BF1B_D91E.zip","995.54 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170530T043748_20170530T043813_005823_00A34F_3333","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5823","22","22","56","2017-05-30T04:38:13Z","2017-05-30T13:24:13Z","GRD_HD","2017-05-30T04:37:48Z","2017-05-30T04:38:13Z","18.7541","-157.5274","17.7816","-158.5417","18.2103","-156.2058","19.2925","-158.8563","19.7178","-156.4989","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170530T043748_20170530T043813_005823_00A34F_3333.zip","760.91 MB","-1","0","0","-1","0"
"S1B_IW_GRDH_1SDV_20170530T043719_20170530T043748_005823_00A34F_71EB","SENTINEL-1B","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5823","22","22","50","2017-05-30T04:37:48Z","2017-05-30T13:24:53Z","GRD_HD","2017-05-30T04:37:19Z","2017-05-30T04:37:48Z","17.1231","-157.1992","16.0275","-158.1783","16.4603","-155.8651","17.7815","-158.5417","18.2101","-156.2059","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20170530T043719_20170530T043748_005823_00A34F_71EB.zip","877.92 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T003418_20170530T003443_016804_01BEDA_B961","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16804","107","107","88","2017-05-30T00:34:43Z","2017-05-30T14:34:39Z","GRD_HD","2017-05-30T00:34:18Z","2017-05-30T00:34:43Z","28.3379","-97.7502","27.3714","-98.8649","27.786","-96.3175","28.8791","-99.196","29.291","-96.612","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T003418_20170530T003443_016804_01BEDA_B961.zip","949.85 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T003353_20170530T003418_016804_01BEDA_7F64","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16804","107","107","83","2017-05-30T00:34:18Z","2017-05-30T15:29:32Z","GRD_HD","2017-05-30T00:33:53Z","2017-05-30T00:34:18Z","26.8306","-97.439","25.8628","-98.538","26.2802","-96.0253","27.3713","-98.8648","27.7859","-96.3181","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T003353_20170530T003418_016804_01BEDA_7F64.zip","891.60 MB","-1","0","0","-1","0"
"S1A_IW_GRDH_1SDV_20170530T003213_20170530T003238_016804_01BEDA_C036","SENTINEL-1A","SENTINEL-1 C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16804","107","107","63","2017-05-30T00:32:38Z","2017-05-30T14:25:14Z","GRD_HD","2017-05-30T00:32:13Z","2017-05-30T00:32:38Z","20.7979","-96.2079","19.8252","-97.2496","20.2548","-94.8512","21.3343","-97.5731","21.7607","-95.15","NaN","Ascending","https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20170530T003213_20170530T003238_016804_01BEDA_C036.zip","867.47 MB","-1","0","0","-1","0"
