sar,station,wdir,wspeed
S1A_IW_GRDH_1SDV_20170507T224242_20170507T224307_016482_01B4FD_40CD,buzm3,187,6.2
S1A_IW_GRDH_1SDV_20170507T224217_20170507T224242_016482_01B4FD_7BE0,44066,272,5.8
S1B_IW_GRDH_1SDV_20170507T104739_20170507T104758_005491_0099F5_F566,mism1,156,10.7
S1B_IW_GRDH_1SDV_20170507T035144_20170507T035209_005487_0099D5_3481,drfa2, 42,8.4
S1B_IW_GRDH_1SDV_20170507T035119_20170507T035144_005487_0099D5_AE33,amaa2, 54,20.3
S1B_IW_GRDH_1SDV_20170507T035119_20170507T035144_005487_0099D5_AE33,auga2, 74,9.4
S1B_IW_GRDH_1SDV_20170507T035119_20170507T035144_005487_0099D5_AE33,fila2, 40,4.2
S1B_IW_GRDH_1SDV_20170507T020903_20170507T020928_005486_0099D1_739B,46029,328,7.9
S1B_IW_GRDH_1SDV_20170507T020903_20170507T020928_005486_0099D1_739B,46100,319,6.5
S1B_IW_GRDH_1SDV_20170507T020903_20170507T020928_005486_0099D1_739B,46243,999,99.0
S1B_IW_GRDH_1SDV_20170507T020903_20170507T020928_005486_0099D1_739B,46248,999,99.0
S1A_IW_GRDH_1SDV_20170506T234218_20170506T234243_016468_01B48C_3A8E,45001,327,6.0
S1A_IW_GRDH_1SDV_20170506T234218_20170506T234243_016468_01B48C_3A8E,roam4, 51,10.7
S1A_IW_GRDH_1SDV_20170506T234218_20170506T234243_016468_01B48C_3A8E,pilm4,344,6.2
S1A_IW_GRDH_1SDV_20170506T233653_20170506T233718_016468_01B48C_D6FF,42036,283,8.9
S1A_IW_GRDH_1SDV_20170506T233653_20170506T233718_016468_01B48C_D6FF,cdrf1,282,4.6
S1A_IW_GRDH_1SDV_20170506T233653_20170506T233718_016468_01B48C_D6FF,sgof1,290,9.9
S1A_IW_GRDH_1SDV_20170506T233653_20170506T233718_016468_01B48C_D6FF,ktnf1,250,9.5
S1A_IW_GRDH_1SDV_20170506T233628_20170506T233653_016468_01B48C_A6F8,42013,301,6.6
S1A_IW_GRDH_1SDV_20170506T233628_20170506T233653_016468_01B48C_A6F8,42022,304,6.8
S1A_IW_GRDH_1SDV_20170506T233628_20170506T233653_016468_01B48C_A6F8,42098,999,99.0
S1A_IW_GRDH_1SDV_20170506T233628_20170506T233653_016468_01B48C_A6F8,42099,999,99.0
S1A_IW_GRDH_1SDV_20170506T233628_20170506T233653_016468_01B48C_A6F8,venf1,301,7.8
S1A_IW_GRDH_1SDV_20170506T233538_20170506T233603_016468_01B48C_99F9,plsf1,350,2.3
S1A_IW_GRDH_1SDV_20170506T003416_20170506T003441_016454_01B41F_EBCA,ptat2,102,4.2
S1A_IW_GRDH_1SDV_20170506T003351_20170506T003416_016454_01B41F_0A3F,42020,108,3.1
S1A_IW_GRDH_1SDV_20170506T003351_20170506T003416_016454_01B41F_0A3F,42044, 64,4.9
S1A_IW_GRDH_1SDV_20170506T003351_20170506T003416_016454_01B41F_0A3F,42045,999,6.0
S1A_IW_GRDH_1SDV_20170505T225802_20170505T225827_016453_01B417_2300,44058,174,8.8
S1A_IW_GRDH_1SDV_20170505T225802_20170505T225827_016453_01B417_2300,44064,999,6.2
S1A_IW_GRDH_1SDV_20170505T225802_20170505T225827_016453_01B417_2300,44072,151,7.2
S1A_IW_GRDH_1SDV_20170505T225733_20170505T225802_016453_01B417_E59E,41025,201,13.0
S1A_IW_GRDH_1SDV_20170505T225733_20170505T225802_016453_01B417_E59E,44014,148,7.6
S1B_IW_GRDH_1SDV_20170505T022823_20170505T022851_005457_00990F_9CF2,ffia2,255,3.1
S1A_IW_GRDH_1SDV_20170504T235350_20170504T235415_016439_01B3AE_1412,dpia1,306,12.6
S1A_IW_GRDH_1SDV_20170504T235325_20170504T235350_016439_01B3AE_5A8E,42012,314,10.9
S1A_IW_GRDH_1SDV_20170504T235325_20170504T235350_016439_01B3AE_5A8E,42040,297,11.6
S1A_IW_GRDH_1SDV_20170504T055327_20170504T055402_016428_01B356_B90A,46071,999,99.0
S1A_IW_GRDH_1SDV_20170503T231311_20170503T231336_016424_01B33E_1C58,41004,118,3.0
S1A_IW_GRDH_1SDV_20170503T231311_20170503T231336_016424_01B33E_1C58,41013,141,2.9
S1A_IW_GRDH_1SDV_20170503T231221_20170503T231246_016424_01B33E_922D,41010, 89,4.9
S1B_IW_GRDH_1SDV_20170503T222611_20170503T222639_005440_009892_4900,mism1,307,8.5
S1A_IW_GRDH_1SDV_20170502T223500_20170502T223525_016409_01B2CD_3C65,44007,172,3.2
S1A_IW_GRDH_1SDV_20170502T223500_20170502T223525_016409_01B2CD_3C65,iosn3,183,6.9
S1A_IW_GRDH_1SDV_20170502T223500_20170502T223525_016409_01B2CD_3C65,mism1,250,6.6
S1A_IW_GRDH_1SDV_20170502T223431_20170502T223500_016409_01B2CD_0418,44013,125,5.0
S1A_IW_GRDH_1SDV_20170502T223431_20170502T223500_016409_01B2CD_0418,buzm3,218,13.1
S1A_IW_GRDH_1SDV_20170502T222854_20170502T222919_016409_01B2CC_9E5D,41043, 97,8.4
S1A_IW_GRDH_1SDV_20170502T025413_20170502T025438_016397_01B266_C88F,46083,999,10.5
S1A_IW_GRDH_1SDV_20170502T025344_20170502T025413_016397_01B266_F6A3,46084,999,99.0
S1B_IW_GRDH_1SDV_20170502T015733_20170502T015758_005413_0097CF_BED0,46011,319,11.2
S1B_IW_GRDH_1SDV_20170502T015733_20170502T015758_005413_0097CF_BED0,46025,261,2.8
S1B_IW_GRDH_1SDV_20170502T015733_20170502T015758_005413_0097CF_BED0,46053,213,2.7
S1B_IW_GRDH_1SDV_20170502T015733_20170502T015758_005413_0097CF_BED0,46069,268,4.1
S1B_IW_GRDH_1SDV_20170502T015733_20170502T015758_005413_0097CF_BED0,ptgc1,  4,9.3
S1B_IW_GRDH_1SDV_20170502T015704_20170502T015733_005413_0097CF_8B4A,46047,284,2.3
S1B_IW_GRDH_1SDV_20170502T015704_20170502T015733_005413_0097CF_8B4A,46086,265,2.5
S1A_IW_GRDH_1SDV_20170430T225026_20170430T225051_016380_01B1E4_7986,44025, 74,8.2
S1A_IW_GRDH_1SDV_20170430T225026_20170430T225051_016380_01B1E4_7986,44065, 76,8.2
S1A_IW_GRDH_1SDV_20170430T225026_20170430T225051_016380_01B1E4_7986,44066,101,8.9
S1A_IW_GRDH_1SDV_20170430T224911_20170430T224936_016380_01B1E4_A108,41001,221,4.9
S1A_IW_GRDH_1SDV_20170429T234502_20170429T234527_016366_01B174_B9B8,42036,181,1.7
S1A_IW_GRDH_1SDV_20170429T234502_20170429T234527_016366_01B174_B9B8,42039,135,7.2
S1A_IW_GRDH_1SDV_20170429T234502_20170429T234527_016366_01B174_B9B8,sgof1,141,6.4
S1A_IW_GRDH_1SDV_20170429T110937_20170429T111006_016358_01B135_08A6,spgf1,133,3.7
S1B_IW_GRDH_1SDV_20170429T031847_20170429T031916_005370_009693_8AC6,46061,156,3.3
S1B_IW_GRDH_1SDV_20170429T031847_20170429T031916_005370_009693_8AC6,blia2, 46,2.4
S1B_IW_GRDH_1SDV_20170429T031847_20170429T031916_005370_009693_8AC6,mrka2,228,2.8
S1A_IW_GRDH_1SDV_20170428T230513_20170428T230538_016351_01B0FF_21C4,41037,187,5.4
S1A_IW_GRDH_1SDV_20170428T230513_20170428T230538_016351_01B0FF_21C4,41038,211,3.9
S1A_IW_GRDH_1SDV_20170428T230513_20170428T230538_016351_01B0FF_21C4,41064,211,5.5
S1A_IW_GRDH_1SDV_20170428T230448_20170428T230513_016351_01B0FF_C8EA,41002,177,3.9
S1B_IW_GRDH_1SDV_20170427T033511_20170427T033540_005341_0095C9_7440,46061,212,2.5
S1B_IW_GRDH_1SDV_20170427T033511_20170427T033540_005341_0095C9_7440,46076,267,4.9
S1B_IW_GRDH_1SDV_20170427T033511_20170427T033540_005341_0095C9_7440,46081, 63,0.1
S1B_IW_GRDH_1SDV_20170427T033511_20170427T033540_005341_0095C9_7440,pila2,210,5.8
S1A_IW_GRDH_1SDV_20170426T231945_20170426T232010_016322_01B01F_C953,spgf1, 77,4.1
S1B_IW_GRDH_1SDV_20170425T233127_20170425T233156_005324_009545_42F3,sbio1, 59,6.5
S1A_IW_GRDH_1SDV_20170425T224216_20170425T224241_016307_01AFB1_C0DB,44066, 97,9.9
S1B_IW_GRDH_1SDV_20170425T104832_20170425T104858_005316_00950E_4969,buzm3, 63,10.9
S1B_IW_GRDH_1SDV_20170425T104807_20170425T104832_005316_00950E_F9B7,44013, 56,5.8
S1B_IW_GRDH_1SDV_20170425T104807_20170425T104832_005316_00950E_F9B7,44018, 76,6.7
S1B_IW_GRDH_1SDV_20170425T035143_20170425T035208_005312_0094E9_1B07,drfa2,353,6.5
S1B_IW_GRDH_1SDV_20170425T035118_20170425T035143_005312_0094E9_7D76,amaa2,119,6.5
S1B_IW_GRDH_1SDV_20170425T035118_20170425T035143_005312_0094E9_7D76,auga2,134,5.4
S1B_IW_GRDH_1SDV_20170425T035118_20170425T035143_005312_0094E9_7D76,fila2, 75,6.7
S1A_IW_GRDH_1SDV_20170424T233652_20170424T233717_016293_01AF45_C00E,42036,302,10.6
S1A_IW_GRDH_1SDV_20170424T233652_20170424T233717_016293_01AF45_C00E,cdrf1,290,5.3
S1A_IW_GRDH_1SDV_20170424T233652_20170424T233717_016293_01AF45_C00E,sgof1,334,6.1
S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42013,299,8.6
S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42022,295,10.2
S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42098,999,99.0
S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42099,999,99.0
S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,venf1,294,9.5
S1A_IW_GRDH_1SDV_20170424T233537_20170424T233602_016293_01AF45_9DD2,plsf1,310,8.9
S1B_IW_GRDH_1SDV_20170423T022822_20170423T022850_005282_00940B_A755,ffia2,286,1.5
S1A_IW_GRDH_1SDV_20170422T023741_20170422T023806_016251_01ADFF_F3C9,ffia2, 12,6.2
S1A_IW_GRDH_1SDV_20170421T231311_20170421T231336_016249_01ADF0_2DDB,41004,213,7.3
S1A_IW_GRDH_1SDV_20170421T231311_20170421T231336_016249_01ADF0_2DDB,41013,221,8.8
S1A_IW_GRDH_1SDV_20170421T231221_20170421T231246_016249_01ADF0_C87E,41010,172,3.9
S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,44013, 49,5.0
S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,44018, 88,4.3
S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,buzm3, 59,9.2
S1A_IW_GRDH_1SDV_20170420T222853_20170420T222918_016234_01AD80_12AD,41043, 66,5.1
S1A_IW_GRDH_1SDV_20170418T225026_20170418T225051_016205_01AC97_398A,44025,128,6.8
S1A_IW_GRDH_1SDV_20170418T225026_20170418T225051_016205_01AC97_398A,44065,153,6.8
S1A_IW_GRDH_1SDV_20170418T225026_20170418T225051_016205_01AC97_398A,44066,100,3.6
S1A_IW_GRDH_1SDV_20170418T224911_20170418T224936_016205_01AC97_F9E0,41001, 61,9.9
S1B_IW_GRDH_1SDV_20170417T031847_20170417T031916_005195_009174_0450,46061,243,2.2
S1B_IW_GRDH_1SDV_20170417T031847_20170417T031916_005195_009174_0450,blia2,242,3.7
S1B_IW_GRDH_1SDV_20170417T031847_20170417T031916_005195_009174_0450,mrka2,210,5.1
S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41037,205,7.3
S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41038,208,5.1
S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41064,223,8.7
S1A_IW_GRDH_1SDV_20170416T230448_20170416T230513_016176_01ABB0_A9D0,41002,157,4.3
S1B_IW_GRDH_1SDV_20170415T033511_20170415T033540_005166_0090A5_0B53,46061,  3,0.4
S1B_IW_GRDH_1SDV_20170415T033511_20170415T033540_005166_0090A5_0B53,46076,132,2.0
S1B_IW_GRDH_1SDV_20170415T033511_20170415T033540_005166_0090A5_0B53,46081,310,1.9
S1B_IW_GRDH_1SDV_20170415T033511_20170415T033540_005166_0090A5_0B53,pila2,207,0.7
S1A_IW_GRDH_1SDV_20170414T232355_20170414T232420_016147_01AAC9_120B,45169,999,7.3
S1A_IW_GRDH_1SDV_20170414T232355_20170414T232420_016147_01AAC9_120B,45176, 73,8.0
S1A_IW_GRDH_1SDV_20170414T232355_20170414T232420_016147_01AAC9_120B,sbio1, 81,5.3
S1A_IW_GRDH_1SDV_20170413T224216_20170413T224241_016132_01AA52_2EE8,44066,224,1.9
S1B_IW_GRDH_1SDV_20170413T035142_20170413T035207_005137_008FD1_AEEF,drfa2,304,5.0
S1B_IW_GRDH_1SDV_20170413T035117_20170413T035142_005137_008FD1_B898,amaa2,338,3.6
S1B_IW_GRDH_1SDV_20170413T035117_20170413T035142_005137_008FD1_B898,auga2,306,1.1
S1B_IW_GRDH_1SDV_20170413T035117_20170413T035142_005137_008FD1_B898,fila2, 51,5.2
S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42013,  1,6.4
S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42022,358,7.2
S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42098,999,99.0
S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42099,999,99.0
S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,venf1, 83,4.7
S1A_IW_GRDH_1SDV_20170412T233536_20170412T233601_016118_01A9E5_F191,plsf1, 35,9.0
S1B_IW_GRDH_1SDV_20170411T022821_20170411T022849_005107_008EFF_1899,ffia2,232,2.5
S1A_IW_GRDH_1SDV_20170409T231310_20170409T231335_016074_01A895_AA42,41013,117,1.6
S1A_IW_GRDH_1SDV_20170408T025412_20170408T025437_016047_01A7BA_25D6,46083,999,4.0
S1A_IW_GRDH_1SDV_20170408T025343_20170408T025412_016047_01A7BA_604B,46084,999,99.0
S1A_IW_GRDH_1SDV_20170407T232741_20170407T232806_016045_01A7AA_3330,fwyf1, 70,3.0
S1A_IW_GRDH_1SDV_20170407T232741_20170407T232806_016045_01A7AA_3330,mlrf1,256,3.7
S1B_IW_GRDH_1SDV_20170405T031846_20170405T031915_005020_008C75_DE0B,46061, 94,8.4
S1B_IW_GRDH_1SDV_20170405T031846_20170405T031915_005020_008C75_DE0B,blia2,311,3.3
S1B_IW_GRDH_1SDV_20170405T031846_20170405T031915_005020_008C75_DE0B,mrka2, 58,1.5
S1A_IW_GRDH_1SDV_20170327T025412_20170327T025437_015872_01A27F_3F6A,46083,999,8.5
S1A_IW_GRDH_1SDV_20170327T025343_20170327T025412_015872_01A27F_8BA8,46084,999,99.0
S1B_IW_GRDH_1SDV_20170324T031846_20170324T031915_004845_008766_903F,46061,347,6.1
S1B_IW_GRDH_1SDV_20170324T031846_20170324T031915_004845_008766_903F,blia2, 20,9.9
S1B_IW_GRDH_1SDV_20170324T031846_20170324T031915_004845_008766_903F,mrka2, 28,4.9
S1B_IW_GRDH_1SDV_20170320T035142_20170320T035207_004787_0085C6_9393,drfa2,355,2.0
S1B_IW_GRDH_1SDV_20170308T035141_20170308T035206_004612_00809F_A80B,drfa2,  2,1.4
S1A_IW_GRDH_1SDV_20170303T025411_20170303T025436_015522_0197FC_089E,46083,999,17.4
S1A_IW_GRDH_1SDV_20170303T025342_20170303T025411_015522_0197FC_0873,46084,999,99.0
S1B_IW_GRDH_1SDV_20170224T035141_20170224T035206_004437_007B81_5B9D,drfa2,356,2.2
S1B_IW_GRDH_1SDV_20170131T035142_20170131T035207_004087_007108_8E37,drfa2, 11,4.3
